worker_no,exclude,item1,item2,item3,chosen_item,isrepeat,RT
72,0,pizza,navel,doormat,doormat,1,1565
72,0,chariot,trophy,turban,trophy,0,1415
72,0,tarantula,bench,camera,tarantula,0,1435
72,0,bag,laptop,mistletoe,laptop,0,1234
72,0,trigger,candelabra,tiara,candelabra,0,1004
72,0,coaster,music box,furnace,coaster,0,1165
72,0,hopscotch,turban,washcloth,hopscotch,0,1635
72,0,chariot,tiara,bumper,chariot,0,1073
72,0,canister,tape measure,rudder,tape measure,0,993
72,0,metal detector,clothes,hopscotch,clothes,0,1334
72,0,drain,clothes,beaver,drain,1,1576
72,0,clothes,file,tape measure,clothes,0,1966
72,0,canister,beaver,washcloth,beaver,0,1314
72,0,laptop,candelabra,turban,candelabra,0,973
72,0,tuba,flagpole,plaster cast,flagpole,0,1124
72,0,laptop,rudder,bag,bag,0,1515
72,0,trigger,tea,dice,dice,0,1656
72,0,laptop,dice,music box,dice,0,10036
72,0,tuba,coaster,beaver,tuba,0,903
72,0,candelabra,headphones,punching bag,headphones,0,1786
72,0,headphones,tape measure,navel,navel,0,1394
72,0,tape measure,bookshelf,beaver,beaver,0,2347
72,0,hammer,trophy,pizza,pizza,0,1857
72,0,rolling pin,bookshelf,tea,tea,1,1594
72,0,pizza,canister,macadamia,canister,1,843
72,0,table,hopscotch,navel,navel,0,2609
72,0,hopscotch,furnace,headphones,headphones,0,1765
72,0,bookshelf,camera,chariot,bookshelf,0,1525
72,0,headphones,hammer,music box,headphones,0,1123
72,0,flagpole,music box,knob,flagpole,1,1767
72,0,hopscotch,flagpole,laptop,hopscotch,0,1042
72,0,knob,clothes,headphones,headphones,0,1214
72,0,pizza,dice,bag,dice,0,2869
72,0,trigger,navel,tiara,navel,0,1164
72,0,tarantula,hammer,canvas,canvas,1,1605
72,0,furnace,laptop,telegraph,furnace,0,923
72,0,punching bag,hopscotch,knob,hopscotch,0,1143
72,0,bench,bowler hat,washcloth,bench,0,1375
72,0,dice,trophy,toolbox,toolbox,0,1384
72,0,canvas,pizza,jet,pizza,0,1675
72,0,trigger,bowler hat,macadamia,macadamia,0,1685
72,0,beaver,bowler hat,toolbox,beaver,0,1094
72,0,laptop,hammer,table,laptop,0,1554
72,0,bowler hat,drain,telegraph,drain,0,1475
72,0,bowler hat,camera,rolling pin,bowler hat,0,1927
72,0,candelabra,metal detector,bumper,metal detector,1,2218
72,0,camera,bucket,toolbox,bucket,0,1193
72,0,metal detector,laptop,bookshelf,laptop,0,2217
72,0,telegraph,bench,trigger,trigger,0,1254
72,0,table,jet,washcloth,jet,0,984
72,0,tiara,bucket,punching bag,tiara,0,1536
72,0,bag,bench,headphones,bench,1,1123
72,0,trophy,bumper,plaster cast,bumper,0,1685
72,0,chariot,canister,canvas,canister,0,1234
72,0,tea,tarantula,bucket,tarantula,0,2207
72,0,coaster,washcloth,navel,navel,0,2268
72,0,bookshelf,tarantula,furnace,tarantula,0,1495
72,0,jet,tuba,mistletoe,jet,0,1204
72,0,flagpole,clothes,bumper,flagpole,0,1826
72,0,candelabra,trophy,tarantula,tarantula,1,992
72,0,tiara,tea,mistletoe,tiara,0,1676
72,0,bookshelf,turban,table,turban,0,923
72,0,file,bucket,bookshelf,bookshelf,0,1275
72,0,bench,canvas,tuba,canvas,0,883
72,0,rolling pin,bench,candelabra,candelabra,0,1485
72,0,macadamia,telegraph,bumper,macadamia,0,1375
72,0,bumper,washcloth,hammer,washcloth,1,1365
72,0,tuba,camera,clothes,clothes,0,1193
72,0,bag,canister,hopscotch,hopscotch,1,1977
72,0,bench,toolbox,dice,dice,0,1455
72,0,tape measure,mistletoe,hammer,mistletoe,0,1103
72,0,macadamia,canvas,doormat,macadamia,0,1203
72,0,trophy,tape measure,tuba,tape measure,0,1195
72,0,telegraph,coaster,hopscotch,coaster,0,1605
72,0,rudder,macadamia,navel,rudder,0,1766
72,0,mistletoe,bookshelf,bench,mistletoe,0,1053
72,0,dice,tape measure,turban,turban,0,1134
72,0,drain,trigger,bucket,trigger,0,1595
72,0,flagpole,bench,macadamia,macadamia,0,1023
72,0,telegraph,canister,rolling pin,telegraph,0,1142
72,0,file,coaster,toolbox,coaster,0,1245
72,0,beaver,tiara,camera,tiara,0,2508
72,0,chariot,drain,bench,chariot,1,983
72,0,macadamia,tiara,canister,macadamia,0,3030
72,0,hammer,candelabra,doormat,doormat,0,1164
72,0,file,turban,doormat,turban,1,1364
72,0,pizza,headphones,rudder,pizza,0,1073
72,0,bookshelf,jet,telegraph,bookshelf,0,1183
72,0,knob,bucket,bookshelf,bookshelf,0,2750
72,0,tarantula,beaver,jet,jet,0,983
72,0,toolbox,macadamia,clothes,macadamia,0,1154
72,0,rudder,turban,furnace,turban,0,1996
72,0,rolling pin,navel,jet,navel,0,1755
72,0,flagpole,punching bag,canister,flagpole,0,1616
72,0,punching bag,bowler hat,bookshelf,bookshelf,0,1173
72,0,canister,knob,turban,turban,0,1705
72,0,music box,flagpole,knob,flagpole,1,812
72,0,mistletoe,canvas,rudder,mistletoe,0,1505
72,0,coaster,trigger,tarantula,trigger,0,2126
72,0,coaster,washcloth,tiara,tiara,1,1985
72,0,doormat,coaster,mistletoe,doormat,0,1696
72,0,tea,hammer,telegraph,tea,0,1054
72,0,drain,furnace,tuba,drain,0,863
72,0,washcloth,tuba,bag,tuba,0,1615
72,0,punching bag,rudder,bench,punching bag,0,1485
72,0,toolbox,headphones,bumper,bumper,0,1676
72,0,pizza,file,music box,pizza,0,1716
72,0,table,furnace,tiara,furnace,0,1505
72,0,bowler hat,table,music box,bowler hat,0,974
72,0,metal detector,bucket,rolling pin,metal detector,0,1294
72,0,tuba,doormat,hopscotch,tuba,0,1354
72,0,canvas,tape measure,toolbox,canvas,0,1144
72,0,bumper,bag,knob,bumper,0,1094
72,0,dice,candelabra,washcloth,candelabra,1,1384
72,0,bumper,laptop,bucket,bucket,0,924
72,0,washcloth,candelabra,dice,candelabra,1,1064
72,0,dice,camera,headphones,dice,0,1083
72,0,toolbox,telegraph,plaster cast,plaster cast,0,1374
72,0,tea,bag,canvas,bag,0,892
72,0,bowler hat,plaster cast,tiara,tiara,0,1937
72,0,furnace,camera,jet,furnace,1,1355
72,0,tea,camera,rudder,tea,0,1604
72,0,coaster,rolling pin,music box,coaster,0,1455
72,0,camera,furnace,jet,furnace,1,1114
72,0,bag,hopscotch,canister,hopscotch,1,953
72,0,camera,jet,file,jet,0,2408
72,0,tiara,rolling pin,tape measure,tiara,0,1033
72,0,tea,file,plaster cast,plaster cast,0,2127
73,0,tape measure,macadamia,chariot,macadamia,0,13018
73,0,tiara,drain,bucket,tiara,0,5734
73,0,bookshelf,headphones,knob,bookshelf,0,27335
73,0,turban,washcloth,bench,bench,0,3884
73,0,headphones,hopscotch,toolbox,hopscotch,0,2978
73,0,mistletoe,trigger,tiara,mistletoe,0,6111
73,0,clothes,washcloth,navel,navel,0,6386
73,0,punching bag,clothes,trophy,clothes,0,5855
73,0,dice,telegraph,headphones,dice,0,4589
73,0,flagpole,tuba,drain,tuba,0,7789
73,0,knob,trigger,canister,trigger,1,6920
73,0,bowler hat,doormat,bench,bench,0,8921
73,0,beaver,chariot,coaster,beaver,0,7317
73,0,tape measure,telegraph,candelabra,candelabra,0,23532
73,0,metal detector,knob,turban,knob,0,8529
73,0,rudder,washcloth,tea,tea,0,11924
73,0,furnace,rudder,tiara,furnace,0,5326
73,0,bumper,plaster cast,mistletoe,plaster cast,0,4008
73,0,turban,rudder,rolling pin,turban,0,5062
73,0,macadamia,bumper,file,macadamia,0,4353
73,0,bag,washcloth,tiara,tiara,0,8747
73,0,dice,bumper,canister,dice,1,7023
73,0,dice,camera,plaster cast,plaster cast,0,5502
73,0,tape measure,bookshelf,pizza,pizza,1,3509
73,0,telegraph,turban,metal detector,telegraph,0,3060
73,0,furnace,candelabra,trophy,furnace,0,3337
73,0,headphones,bucket,file,headphones,0,5030
73,0,bowler hat,navel,plaster cast,navel,0,2221
73,0,bumper,tarantula,beaver,bumper,0,3905
73,0,knob,macadamia,table,macadamia,0,2690
73,0,chariot,telegraph,tiara,telegraph,0,6162
73,0,music box,canvas,tape measure,canvas,1,8359
73,0,drain,rolling pin,camera,drain,0,5747
73,0,navel,table,dice,navel,0,11020
73,0,bench,furnace,tarantula,tarantula,0,3135
73,0,bench,chariot,punching bag,chariot,0,5225
73,0,tape measure,hammer,beaver,beaver,0,4584
73,0,tarantula,bowler hat,pizza,tarantula,0,3265
73,0,bowler hat,mistletoe,macadamia,macadamia,0,4698
73,0,hopscotch,tea,drain,hopscotch,1,6159
73,0,tuba,bench,macadamia,macadamia,0,6608
73,0,beaver,rudder,drain,beaver,1,4371
73,0,punching bag,tape measure,dice,dice,0,3513
73,0,toolbox,table,candelabra,candelabra,1,4264
73,0,coaster,tea,telegraph,telegraph,1,6125
73,0,drain,tarantula,punching bag,tarantula,0,3770
73,0,table,bucket,flagpole,flagpole,0,4770
73,0,punching bag,music box,laptop,punching bag,0,13790
73,0,beaver,rolling pin,bucket,beaver,0,5811
73,0,washcloth,bookshelf,drain,washcloth,0,2285
73,0,bench,jet,file,jet,0,5099
73,0,mistletoe,bench,tuba,mistletoe,0,4919
73,0,macadamia,camera,headphones,macadamia,0,4040
73,0,tiara,punching bag,beaver,beaver,0,2386
73,0,trophy,bag,hammer,bag,1,3115
73,0,toolbox,mistletoe,music box,mistletoe,0,7123
73,0,bench,tea,laptop,tea,0,3141
73,0,tarantula,candelabra,macadamia,tarantula,0,4451
73,0,bench,hopscotch,coaster,hopscotch,0,3193
73,0,chariot,navel,bumper,bumper,0,8463
73,0,tuba,turban,canvas,turban,0,5542
73,0,doormat,flagpole,knob,flagpole,0,6673
73,0,mistletoe,camera,hammer,mistletoe,0,3400
73,0,rudder,knob,bench,knob,0,5544
73,0,flagpole,dice,washcloth,flagpole,0,2722
73,0,macadamia,bookshelf,bench,macadamia,1,5075
73,0,drain,trigger,rudder,trigger,0,5364
73,0,jet,tape measure,drain,jet,0,3223
73,0,bench,bag,trigger,bench,0,10293
73,0,clothes,telegraph,hammer,clothes,0,3414
73,0,mistletoe,turban,bag,turban,0,5850
73,0,canister,tiara,tuba,tuba,1,4959
73,0,laptop,metal detector,hopscotch,laptop,0,4804
73,0,bucket,macadamia,coaster,macadamia,0,5076
73,0,bookshelf,rolling pin,mistletoe,mistletoe,0,3698
73,0,chariot,metal detector,bucket,bucket,1,11012
73,0,jet,furnace,metal detector,furnace,0,2343
73,0,rolling pin,bowler hat,flagpole,bowler hat,0,3203
73,0,flagpole,tarantula,tiara,tarantula,0,4991
73,0,drain,bag,macadamia,macadamia,0,5669
73,0,tuba,plaster cast,tape measure,plaster cast,0,3830
73,0,drain,laptop,hammer,laptop,0,3071
73,0,tea,furnace,clothes,tea,0,3354
73,0,pizza,candelabra,headphones,pizza,0,2979
73,0,clothes,bookshelf,candelabra,clothes,1,4378
73,0,bookshelf,bumper,tea,tea,1,2247
73,0,bag,file,tea,tea,0,4052
73,0,knob,camera,bumper,camera,0,3273
73,0,doormat,punching bag,telegraph,telegraph,0,2092
73,0,rolling pin,trophy,chariot,chariot,0,3221
73,0,doormat,tuba,macadamia,macadamia,1,4172
73,0,bench,navel,metal detector,bench,1,4171
73,0,doormat,beaver,candelabra,beaver,0,6951
73,0,tarantula,bucket,clothes,tarantula,0,5524
73,0,camera,toolbox,doormat,doormat,0,6265
73,0,knob,laptop,trophy,laptop,0,3134
73,0,bookshelf,tiara,plaster cast,bookshelf,1,5756
73,0,plaster cast,toolbox,hopscotch,toolbox,0,6876
73,0,furnace,navel,flagpole,navel,0,6372
73,0,canvas,dice,drain,dice,0,5467
73,0,tea,trophy,tape measure,tea,0,5001
73,0,laptop,canvas,candelabra,laptop,0,6407
73,0,chariot,laptop,trigger,chariot,0,7470
73,0,beaver,hopscotch,macadamia,macadamia,0,4964
73,0,canister,knob,trigger,trigger,1,5539
73,0,punching bag,laptop,washcloth,laptop,1,7901
73,0,coaster,washcloth,toolbox,toolbox,0,6827
73,0,laptop,rolling pin,headphones,rolling pin,0,9678
73,0,pizza,camera,tuba,pizza,0,2706
73,0,plaster cast,chariot,jet,chariot,0,6776
73,0,trigger,metal detector,headphones,metal detector,0,4103
73,0,coaster,doormat,flagpole,flagpole,0,3291
73,0,chariot,tea,flagpole,tea,0,6513
73,0,candelabra,music box,tuba,candelabra,0,5197
73,0,bag,candelabra,bumper,candelabra,0,6027
73,0,beaver,tea,dice,beaver,0,4096
73,0,metal detector,beaver,trigger,trigger,0,4329
73,0,rudder,bag,coaster,bag,0,8322
73,0,coaster,rolling pin,pizza,pizza,0,4131
73,0,jet,canvas,navel,navel,0,6030
73,0,rudder,tarantula,plaster cast,rudder,0,6551
73,0,hopscotch,turban,doormat,doormat,0,5872
73,0,music box,turban,pizza,turban,0,10902
73,0,telegraph,bookshelf,tarantula,tarantula,0,5080
73,0,trigger,furnace,macadamia,macadamia,0,4943
73,0,washcloth,telegraph,bumper,washcloth,0,6758
73,0,canister,tape measure,bowler hat,bowler hat,0,33813
73,0,beaver,table,bench,beaver,0,6348
73,0,tuba,trigger,music box,trigger,0,4777
73,0,mistletoe,file,tarantula,file,0,3821
73,0,music box,metal detector,trophy,music box,0,5490
73,0,bowler hat,metal detector,dice,dice,0,2955
73,0,punching bag,tuba,file,tuba,0,3910
73,0,clothes,file,drain,clothes,0,7158
73,0,doormat,chariot,dice,chariot,0,4774
73,0,telegraph,knob,canvas,telegraph,0,4730
73,0,coaster,music box,drain,music box,0,4240
73,0,plaster cast,clothes,canister,plaster cast,0,6571
73,0,tarantula,tuba,navel,tuba,0,3287
73,0,tea,plaster cast,turban,tea,0,3791
73,0,navel,tuba,rudder,navel,0,3945
73,0,rolling pin,doormat,washcloth,rolling pin,0,7902
73,0,coaster,metal detector,canister,metal detector,0,3018
73,0,trophy,bumper,toolbox,toolbox,0,4560
73,0,bumper,turban,flagpole,turban,0,2860
73,0,toolbox,telegraph,rudder,toolbox,1,3133
73,0,canister,bucket,bag,bag,0,3755
73,0,hammer,bag,trophy,bag,1,5822
73,0,beaver,furnace,rudder,beaver,0,5666
73,0,camera,washcloth,beaver,beaver,0,7355
73,0,trophy,flagpole,trigger,flagpole,0,6203
73,0,file,flagpole,laptop,laptop,1,3853
73,0,jet,bookshelf,trigger,jet,1,8342
73,0,music box,flagpole,telegraph,flagpole,0,5074
73,0,hopscotch,bookshelf,rudder,hopscotch,0,3915
73,0,table,chariot,tuba,chariot,0,4471
73,0,beaver,bag,music box,beaver,1,4282
73,0,hammer,music box,bumper,music box,0,6315
73,0,camera,clothes,rudder,clothes,0,4208
73,0,macadamia,dice,laptop,macadamia,0,6460
73,0,tea,canvas,mistletoe,tea,0,6142
73,0,mistletoe,navel,knob,knob,0,3866
73,0,table,headphones,canvas,headphones,0,8820
73,0,tiara,hopscotch,tape measure,hopscotch,0,8082
73,0,bowler hat,rudder,furnace,bowler hat,0,4997
73,0,trigger,telegraph,hopscotch,hopscotch,0,6317
73,0,hammer,bucket,navel,navel,0,6143
73,0,bench,flagpole,headphones,headphones,1,4217
73,0,hammer,rudder,dice,dice,0,5427
73,0,navel,headphones,punching bag,navel,0,4211
73,0,mistletoe,furnace,punching bag,mistletoe,0,4987
73,0,canvas,tape measure,music box,music box,1,6393
73,0,macadamia,rolling pin,punching bag,macadamia,0,9827
73,0,camera,jet,table,jet,0,5623
73,0,file,turban,candelabra,turban,0,4766
73,0,punching bag,bucket,bumper,bumper,0,7447
73,0,trophy,tarantula,bookshelf,tarantula,0,7865
73,0,hopscotch,tea,drain,tea,1,3443
73,0,drain,pizza,bumper,pizza,0,5764
73,0,bag,laptop,toolbox,bag,0,4813
73,0,bench,plaster cast,hammer,plaster cast,0,4977
73,0,music box,tarantula,canister,tarantula,0,4133
73,0,coaster,tiara,clothes,coaster,0,5351
73,0,toolbox,rudder,telegraph,telegraph,1,2805
73,0,candelabra,clothes,bookshelf,clothes,1,7131
73,0,bookshelf,trigger,jet,bookshelf,1,8071
73,0,metal detector,tea,punching bag,tea,0,4661
73,0,pizza,metal detector,doormat,pizza,0,5647
73,0,file,table,plaster cast,plaster cast,0,16155
73,0,toolbox,hammer,jet,jet,1,7603
73,0,rolling pin,tea,tarantula,tarantula,0,8727
73,0,canvas,canister,mistletoe,mistletoe,0,4674
73,0,rudder,laptop,bucket,laptop,0,6902
73,0,washcloth,macadamia,hammer,macadamia,0,5638
73,0,bookshelf,tape measure,pizza,pizza,1,4985
73,0,bench,flagpole,headphones,headphones,1,9773
73,0,tea,trigger,toolbox,tea,0,6947
73,0,trophy,table,coaster,coaster,0,6762
73,0,pizza,dice,mistletoe,pizza,0,8201
73,0,canvas,doormat,rudder,rudder,0,3710
73,0,metal detector,tuba,hammer,metal detector,0,2051
73,0,macadamia,flagpole,pizza,flagpole,0,7269
73,0,candelabra,tea,canister,tea,0,4513
73,0,tarantula,doormat,trigger,tarantula,0,9613
73,0,macadamia,rudder,trophy,macadamia,0,5215
73,0,telegraph,tuba,rolling pin,rolling pin,0,7476
73,0,headphones,bowler hat,chariot,bowler hat,0,6128
73,0,toolbox,file,canvas,toolbox,0,3131
73,0,bookshelf,tiara,plaster cast,bookshelf,1,4153
73,0,table,washcloth,canister,washcloth,0,3847
73,0,headphones,clothes,beaver,beaver,0,3695
73,0,tape measure,headphones,drain,headphones,0,6830
73,0,file,tape measure,rudder,rudder,0,3222
73,0,hopscotch,chariot,pizza,pizza,0,7217
73,0,flagpole,plaster cast,clothes,flagpole,0,4779
73,0,bowler hat,file,tiara,file,0,6996
73,0,toolbox,turban,dice,turban,0,4772
73,0,table,tape measure,furnace,furnace,0,14376
73,0,bowler hat,bucket,hopscotch,hopscotch,0,5864
73,0,tarantula,toolbox,chariot,tarantula,0,3719
73,0,bucket,pizza,trigger,pizza,0,5136
73,0,bag,metal detector,clothes,metal detector,0,2045
73,0,punching bag,trigger,candelabra,trigger,0,3767
73,0,file,bookshelf,chariot,chariot,1,4230
73,0,file,hopscotch,canvas,file,0,5433
73,0,navel,pizza,bag,pizza,1,3741
73,0,telegraph,camera,macadamia,macadamia,1,3449
73,0,mistletoe,flagpole,metal detector,mistletoe,1,4722
73,0,bucket,jet,telegraph,jet,0,4515
73,0,pizza,bench,canister,pizza,0,11271
73,0,headphones,music box,rudder,rudder,0,2382
73,0,tuba,tea,jet,tea,0,2779
73,0,trophy,canvas,bowler hat,bowler hat,1,4023
73,0,beaver,turban,bowler hat,beaver,0,4667
73,0,jet,clothes,rolling pin,jet,0,5801
73,0,jet,doormat,mistletoe,jet,0,6097
73,0,candelabra,tiara,hammer,tiara,0,4560
73,0,trigger,dice,coaster,dice,0,7375
73,0,metal detector,rudder,drain,metal detector,0,3394
73,0,washcloth,canvas,furnace,furnace,0,5952
73,0,coaster,canvas,bumper,coaster,0,3484
73,0,furnace,camera,hopscotch,furnace,0,6470
73,0,chariot,drain,doormat,chariot,0,4380
73,0,camera,file,music box,music box,0,9333
73,0,camera,metal detector,tarantula,camera,0,25985
73,0,tea,bookshelf,bumper,tea,1,4461
73,0,coaster,trigger,tape measure,trigger,0,5995
73,0,canvas,trigger,rolling pin,trigger,0,6276
73,0,canvas,clothes,bag,canvas,0,3896
73,0,music box,navel,bookshelf,navel,0,2986
73,0,telegraph,bowler hat,laptop,bowler hat,0,4137
73,0,tea,doormat,tiara,tea,0,10259
73,0,washcloth,coaster,file,file,0,3851
73,0,tape measure,bench,clothes,clothes,0,6346
73,0,bag,headphones,tuba,bag,0,5285
73,0,camera,navel,tea,navel,0,5008
73,0,canvas,punching bag,bucket,canvas,0,8113
73,0,washcloth,mistletoe,chariot,chariot,0,3172
73,0,candelabra,washcloth,bowler hat,candelabra,0,4382
73,0,bowler hat,jet,punching bag,jet,0,11176
73,0,beaver,chariot,metal detector,beaver,0,5451
73,0,tea,macadamia,metal detector,metal detector,0,2604
73,0,bag,knob,punching bag,knob,0,6809
73,0,trophy,doormat,bucket,doormat,0,4923
73,0,tuba,clothes,toolbox,tuba,0,6465
73,0,trigger,clothes,bumper,clothes,0,7514
73,0,toolbox,table,candelabra,candelabra,1,11099
73,0,plaster cast,laptop,furnace,plaster cast,0,3633
73,0,rudder,pizza,jet,pizza,0,4366
73,0,dice,music box,tiara,music box,0,3520
73,0,navel,hopscotch,candelabra,candelabra,0,3023
73,0,tarantula,camera,turban,camera,0,7813
73,0,tarantula,dice,hopscotch,dice,1,5388
73,0,drain,navel,telegraph,navel,0,5274
73,0,hammer,turban,punching bag,turban,0,5265
73,0,hopscotch,trophy,tuba,hopscotch,0,3283
73,0,telegraph,coaster,tea,tea,1,3064
73,0,toolbox,flagpole,tape measure,flagpole,0,5388
73,0,bowler hat,camera,coaster,bowler hat,0,4223
73,0,music box,furnace,drain,music box,0,4248
73,0,plaster cast,telegraph,bag,telegraph,0,3398
73,0,laptop,turban,pizza,pizza,0,4458
73,0,mistletoe,coaster,candelabra,mistletoe,0,4707
73,0,mistletoe,tape measure,bucket,mistletoe,0,5654
73,0,tarantula,tape measure,turban,tape measure,0,7014
73,0,mistletoe,drain,trophy,mistletoe,0,5416
73,0,knob,tea,bucket,tea,0,2323
73,0,chariot,canvas,camera,chariot,0,5998
73,0,toolbox,rolling pin,furnace,rolling pin,0,3965
73,0,tape measure,navel,doormat,navel,0,5326
73,0,bookshelf,canister,turban,turban,0,3879
73,0,bumper,washcloth,headphones,headphones,0,5168
73,0,navel,bag,pizza,navel,1,5884
73,0,tarantula,canvas,bench,tarantula,0,4682
73,0,dice,hopscotch,tarantula,tarantula,1,3550
73,0,tiara,bumper,rolling pin,tiara,0,4950
73,0,canvas,bowler hat,trophy,bowler hat,1,10959
73,0,metal detector,bench,navel,bench,1,4438
73,0,music box,doormat,plaster cast,music box,0,6212
73,0,hopscotch,clothes,mistletoe,hopscotch,0,9482
73,0,tuba,dice,bucket,tuba,0,2234
73,0,drain,bowler hat,canister,bowler hat,0,6297
73,0,trophy,jet,beaver,beaver,0,6593
73,0,bucket,music box,bench,music box,0,2825
73,0,washcloth,dice,jet,washcloth,0,6985
73,0,drain,candelabra,knob,drain,0,7100
73,0,laptop,file,flagpole,laptop,1,4622
73,0,bench,drain,toolbox,bench,0,9767
73,0,toolbox,knob,pizza,pizza,0,2201
73,0,jet,canister,flagpole,canister,0,4195
73,0,bucket,candelabra,camera,camera,0,16775
73,0,headphones,coaster,furnace,headphones,0,6020
73,0,bag,beaver,music box,beaver,1,5708
73,0,dice,trophy,file,file,0,5643
73,0,music box,chariot,clothes,music box,0,9563
73,0,music box,rolling pin,bench,music box,0,2883
73,0,tuba,bowler hat,bumper,tuba,0,3154
73,0,file,pizza,beaver,pizza,0,4898
73,0,tiara,trophy,turban,trophy,0,6023
73,0,camera,table,punching bag,camera,0,2922
73,0,furnace,bookshelf,dice,dice,0,8034
73,0,jet,tarantula,headphones,tarantula,0,2615
73,0,drain,beaver,rudder,beaver,1,3598
73,0,doormat,file,telegraph,doormat,0,2796
73,0,bumper,file,metal detector,metal detector,0,5136
73,0,tiara,canister,tuba,tuba,1,4094
73,0,bench,candelabra,dice,dice,0,9220
73,0,trigger,camera,hammer,trigger,0,9521
73,0,dice,bag,rolling pin,rolling pin,0,2823
73,0,hammer,coaster,punching bag,coaster,0,2573
73,0,pizza,clothes,table,pizza,0,8964
73,0,toolbox,navel,beaver,beaver,0,3439
